Mağaza,X_Koordinat,Y_Koordinat,Ürün,Fiyat,Color
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Oyun Monitörü,8911.47,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Hava Temizleyici,3620.61,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Masaüstü Bilgisayar,2161.02,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Tablet,4617.17,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Mouse Pad,2160.04,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Kablosuz Mouse,5034.16,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,bulaşık makinesiKettle,9044.73,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,HDMI Kablo,6212.59,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,fritöz,8568.79,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Projektör,1745.29,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Elektrikli Kaykay,9018.65,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Streaming Capture Card,6057.69,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Bluetooth Verici,414.42,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Termostat,6367.88,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,airfryer,9518.83,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Akıllı Saat,883.75,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Elektrikli Bisiklet,5866.32,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,HDMI Switch,9163.24,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Ses Kartı,195.98,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,tost makinesi,6346.04,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Ethernet Kablosu,4801.53,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Kablosuz Oyun Mouse,3535.19,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,Güvenlik Kamerası,6312.61,red
Elektronik_Magaza_47,46.36984049399822,35.33522280260528,ocak,621.75,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Ses Yalıtım Paneli,7555.32,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Lens Seti,144.35,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Webcam,3138.66,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Projektör,5089.19,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Akıllı Saat,3832.52,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Ekran Kartı,3144.01,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,GPS Cihazı,8325.27,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,tost makinesi,9354.84,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Robot Süpürge,8749.76,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Akıllı Telefon,5272.07,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Elektronik Kalem,8853.23,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,İşlemci,9216.53,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,bulaşık makinesiKettle,4151.46,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,USB Hub,2906.11,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Bluetooth Verici,1072.83,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Mouse,4843.01,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,IP Kamera,9468.34,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Oyun Kolu,5652.98,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Saç Şekillendiricisi,6708.86,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Monitör,1217.55,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Mekanik Saat,1520.84,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Elektrikli Bisiklet,4698.29,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Dijital Kamera,9517.52,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Streaming Capture Card,3671.77,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Uzaktan Kumandalı Araç,8787.09,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,buzdolabı,1290.86,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,ütü,6208.47,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Tarayıcı,6046.07,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,VR Gözlük,8612.76,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,M.2 SSD,132.84,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Kablosuz Mouse,1980.32,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,HDMI Kablo,2274.91,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,GoPro Kamera,9504.66,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Anakart,1621.57,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Kablosuz Oyun Mouse,465.93,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Modem,5391.17,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,SSD,5332.73,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Ses Kartı,8456.06,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,TV Box,9493.71,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Kablosuz Kulaklık,5431.6,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,DJ Kulaklık,9306.94,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,RAM Bellek,7279.08,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Kablosuz Şarj Cihazı,2719.14,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,USB Mikrofon,9291.37,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Kulaklık,6707.69,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Ethernet Kablosu,4199.55,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Wi-Fi Sinyal Güçlendirici,6834.4,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Dijital Kalem,4073.0,red
Elektronik_Magaza_48,58.3656111850872,7.773463696498483,Router,1230.42,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Akıllı Saat,7217.89,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Ses Yalıtım Paneli,8258.47,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Drone,7315.18,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Bluetooth Alıcı,2368.24,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,M.2 SSD,9570.69,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Kablosuz Mouse,350.02,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Bluetooth Verici,3393.58,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,YazıcıFotokopi Makinesi,2674.92,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Oyun Monitörü,576.45,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Modem,4116.72,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Termometre,6268.84,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,USB Hub,8837.27,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,ocak,9897.93,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,fritöz,8100.09,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Hareket Sensörü,4739.94,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,E-Kitap Okuyucu,7264.67,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,fırın,8451.88,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Router,4706.54,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,İşlemci,7872.04,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Dijital Kalem,4878.26,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,tost makinesi,3926.31,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,TV Box,5308.3,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,USB Bellek,6790.96,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Anakart,7296.13,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Kablosuz Oyun Mouse,3631.69,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,HDMI Kablo,5756.07,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Oyun Kolu,9107.72,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Güvenlik Kamerası,9765.5,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Tablet,2349.76,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Hava Temizleyici,2009.03,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Kulaklık,6799.19,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,airfryer,4205.37,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Elektrikli Kaykay,339.8,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Elektrikli Bisiklet,3533.93,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Klavye,8086.77,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Mouse,7994.53,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Masaüstü Bilgisayar,4997.38,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Güç Kaynağı,4778.52,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Uzaktan Kumandalı Araç,5837.12,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Monitör,2272.03,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Harici Hard Disk,5307.83,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,ütü,209.36,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Mouse Pad,4808.04,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,bulaşık makinesiKettle,3426.91,red
Elektronik_Magaza_49,97.43948076661664,98.62107444796028,Termostat,6781.21,red
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Sandalet,213.71,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Atlet,1775.74,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Atkı,574.31,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Deniz Şortu,525.35,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Pelerin,629.33,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Diz Üstü Çorap,1175.54,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Rüzgarlık,1112.14,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,gecelik,1008.26,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kayak Pantolonu,1449.2,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kargo Pantolon,667.25,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Erkek Çocuk Takım,1575.03,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Resmi Elbise,391.88,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Korse,1576.11,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Softshell Ceket,1344.43,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Şapka,1382.26,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Okul Üniforması,989.03,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kışlık Atkı,1350.65,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Deri Ceket,205.6,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Şortlu Takım,1710.52,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Elbise,158.32,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kız Çocuk Elbise,340.05,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Polar Mont,1174.74,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Mayo,1491.85,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Hırka,198.69,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Çocuk Yağmurluğu,1845.49,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Bebek Kıyafeti,1948.53,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Spor Ayakkabı,1231.6,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,İç Çamaşırı,988.42,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,külotlu çorap,1495.72,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Tişört,690.3,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Bot,1011.87,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Yağmurluk,1836.49,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Gelinlik,1913.53,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Ceket,1857.78,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Saç Bandı,561.77,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Keten Pantolon,503.31,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Babet,630.45,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Kravat,910.56,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Blazer Ceket,662.63,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,sütyen,779.71,blue
Giysi_Magaza_0,37.454011884736246,95.07143064099162,Cüzdan,1260.24,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Damatlık,1536.93,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Omuz Çantası,1484.34,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Bebek Kıyafeti,1638.13,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Tesettür Elbise,112.76,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Abiye,143.08,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Outdoor Ayakkabı,1589.3,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Diz Üstü Çorap,1089.5,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Tişört,1177.37,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Mayo,152.54,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Spor Ayakkabı,547.86,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Bebek Uyku Tulumu,1294.79,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Blazer Ceket,1725.4,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sweatshirt,1838.12,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Deri Ceket,1025.82,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sırt Çantası,1113.67,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Gelin Tacı,1674.45,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kayak Montu,1098.37,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kumaş Pantolon,1057.87,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sandalet,1814.91,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Okul Üniforması,1590.37,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,patik,1822.69,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Resmi Elbise,475.58,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Şortlu Takım,1072.53,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Pelerin,1692.82,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Saç Bandı,266.74,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Korse,1599.59,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Atkı,406.8,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Güneş Gözlüğü,1625.83,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Etek,1243.4,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Babet,426.81,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Erkek Ceketi,973.04,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Takım Elbise,1379.72,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Gelinlik,1286.01,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kravat,883.13,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kız Çocuk Elbise,1803.76,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Pijama Takımı,1062.56,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Elbise,1036.44,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Tunik,171.39,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kot Pantolon,1848.13,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Çocuk Pantolon,395.38,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Spor Çantası,1080.27,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Hırka,1616.96,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Kayak Pantolonu,470.13,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Sneaker,1078.38,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Çanta,519.34,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Polar Mont,1531.41,blue
Giysi_Magaza_1,73.1993941811405,59.86584841970366,Süveter,1150.47,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Çocuk Yağmurluğu,1719.15,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Kravat,1794.39,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Spor Ayakkabı,1315.03,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Pelerin,1464.51,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Terlik,1120.98,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Ev Terliği,799.64,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Şortlu Takım,1313.83,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Dantel Elbise,1821.16,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Spor Tayt,862.53,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Kot Pantolon,663.1,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Tesettür Elbise,807.45,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Outdoor Ayakkabı,899.03,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Kargo Pantolon,193.44,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Şapka,1021.96,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Bebek Uyku Tulumu,1013.91,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Okul Üniforması,1197.47,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Mont,757.5,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Elbise,1245.56,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Polar Mont,1762.52,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Rüzgarlık,1913.17,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,patik,1188.04,blue
Giysi_Magaza_2,15.601864044243651,15.599452033620263,Keten Pantolon,133.05,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Terlik,1940.01,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Outdoor Ayakkabı,1426.43,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Deniz Şortu,705.13,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Kumaş Pantolon,336.96,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Ev Terliği,329.67,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Spor Çantası,377.1,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Softshell Ceket,138.87,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Blazer Ceket,1809.2,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Şapka,1104.5,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Abiye,1414.92,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,külot,1664.81,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Tayt,1593.5,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Spor Çorap,1771.08,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Sneaker,1936.15,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Deri Pantolon,906.19,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Omuz Çantası,1903.15,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Erkek Ceketi,1460.42,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Deri Ceket,187.8,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Eldiven,1379.48,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Keten Pantolon,1389.1,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Spor Ayakkabı,1816.43,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Tunik,777.22,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Erkek Çocuk Takım,1190.58,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Sandalet,73.77,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Çocuk Gömlek,697.55,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Kız Çocuk Elbise,171.38,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Rüzgarlık,1067.65,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Şemsiye,1644.02,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Kışlık Atkı,452.56,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Saç Bandı,1078.51,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Çocuk Yağmurluğu,447.82,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,gecelik,285.34,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Gelinlik,1046.44,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Okul Üniforması,204.34,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Diz Üstü Çorap,1195.34,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Topuklu Ayakkabı,111.11,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Kargo Pantolon,258.09,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Sweatshirt,1122.5,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Bornoz,1203.24,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Çanta,106.52,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Kayak Pantolonu,1168.08,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Bikini,1685.08,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Ceket,1458.52,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Pijama Takımı,305.81,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,sütyen,1205.33,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Cüzdan,1360.89,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Gelin Tacı,122.6,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,külotlu çorap,1717.93,blue
Giysi_Magaza_3,5.8083612168199465,86.61761457749351,Süveter,1817.22,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kayak Montu,1708.38,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Spor Ayakkabı,1658.03,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Keten Pantolon,1502.68,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Dantel Elbise,1285.19,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Gömlek,1373.32,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Yünlü Çorap,1622.47,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kız Çocuk Elbise,1341.87,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Sırt Çantası,689.07,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kayak Pantolonu,783.12,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Güneş Gözlüğü,1799.26,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Atlet,83.39,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Erkek Çocuk Takım,1412.7,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Şapka,1911.82,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kaban,1427.14,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Eldiven,1988.13,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Mayo,1390.71,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Rüzgarlık,117.01,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Tesettür Elbise,1662.67,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Cüzdan,605.03,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,İç Çamaşırı,919.81,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Korse,658.58,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,külotlu çorap,573.68,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Süveter,891.24,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Sandalet,788.57,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kargo Pantolon,1285.01,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kot Pantolon,1635.64,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Polar Mont,629.32,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Şortlu Takım,466.76,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Hırka,1350.45,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Tunik,1357.12,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kumaş Pantolon,1807.21,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Kravat,81.09,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Çocuk Yağmurluğu,1713.43,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Babet,1065.95,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Outdoor Ayakkabı,1261.54,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Sneaker,228.17,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Blazer Ceket,893.6,blue
Giysi_Magaza_4,60.11150117432088,70.80725777960456,Damatlık,493.24,blue
